GeneName	AccNum	Chrom	mRNALength	ORFLength	fpUTR_length	tpUTR_length	sumIntronLengths
Plxnb2	NM_001159521	chr15	6536	5529	272	735	11870
Plxnb3	NM_019587	chrX	6022	5709	53	260	9386
Plxnb1	NM_172775	chr9	8600	6360	269	1971	15880
Xpot	NM_001081056	chr10	5989	2889	286	2814	32948
Ncbp2	NM_026554	chr16	2037	471	104	1462	7890
Ncbp3	NM_025818	chr11	6284	1848	33	4403	29429
Nars2	NM_153591	chr7	3755	1434	277	2044	109476
Slc9a3r1	NM_012030	chr11	1922	1068	185	669	15916
Ripk3	NM_001164108	chr14	1965	1269	494	202	1898
Npb	NM_153288	chr11	549	360	32	157	75
Lims2	NM_144862	chr18	1688	1026	33	629	25425
Shisa5	NM_001284332	chr9	1923	711	128	1084	17303
Shisa6	NM_001034874	chr11	7487	1578	162	5747	306915
Lims1	NM_001193303	chr10	4473	1191	46	3236	25846
Npy	NM_023456	chr6	564	294	92	178	6232
Shisa2	NM_145463	chr14	3146	888	786	1472	3234
Ell2	NM_138953	chr13	3649	1920	167	1562	61226
Cetn4	NM_145825	chr3	1059	507	87	465	2761
Shisa8	NM_001207021	chr15	1804	1200	403	201	4060
Shisa9	NM_028277	chr16	4844	1275	468	3101	281948
Nps	NM_001163611	chr7	860	270	20	570	3464
Kif3a	NM_008443	chr11	5450	2106	157	3187	31428
Fam45a	NM_026437	chr19	2350	1074	49	1227	22310
Ppp2r3a	NM_001161362	chr9	6917	3453	611	2853	139926
Kazn	NM_001109685	chr4	3843	1245	209	2389	96319
Rsph4a	NM_001162957	chr10	3650	2151	45	1454	7261
Azin1	NM_001102458	chr15	5028	1347	750	2931	26809
Ccnh	NM_023243	chr13	2076	972	151	953	22271
Ufc1	NM_025388	chr1	964	504	133	327	5455
Psmg4	NM_001101430	chr13	554	372	112	70	14655
Psmg1	NM_019537	chr16	1044	870	70	104	9984
Psmg2	NM_134138	chr18	1059	795	80	184	11505
Gnrh1	NM_008145	chr14	570	273	152	145	3686
Cetn3	NM_007684	chr13	1013	504	49	460	12853
Trpv4	NM_022017	chr5	3226	2616	111	499	33042
Trpv6	NM_022413	chr6	2928	2304	175	449	12859
Trpv1	NM_001001445	chr11	3587	2520	252	815	23587
Trpv3	NM_145099	chr11	2440	2376	64	0	27141
Trpv2	NM_011706	chr11	2751	2271	372	108	23069
Thsd7b	NM_172485	chr1	6253	4824	331	1098	939722
Thsd7a	NM_001164805	chr6	11000	4941	300	5759	426646
Xpo5	NM_028198	chr17	3709	3615	66	28	35736
Xpo4	NM_020506	chr14	3456	3456	0	0	79230
4931406C07Rik	NM_001199484	chr9	2756	948	327	1481	20356
Xpo6	NM_001311143	chr7	4550	3378	598	574	94235
Ogfod2	NM_025671	chr5	1548	1050	0	498	1591
Arhgap21	NM_001128084	chr2	6972	5868	311	793	112831
Dohh	NM_133964	chr10	1444	909	206	329	2481
4933405O20Rik	NM_172901	chr7	1339	1191	30	118	0
Hist2h2aa1	NM_013549	chr3	556	393	84	79	0
Hist2h2aa2	NM_178212	chr3	596	393	124	79	0
Vwa3a	NM_177697	chr7	4574	3447	469	658	61410
Megf6	NM_001162977	chr4	6876	4719	311	1846	98133
Prdm16	NM_027504	chr4	8605	3828	114	4663	312144
Prdm14	NM_001081209	chr1	2593	1686	75	832	11143
Cpne8	NM_025815	chr15	3324	1734	84	1506	188584
Prdm12	NM_001123362	chr2	2471	1098	62	1311	13288
Prdm13	NM_001080771	chr4	3174	2265	165	744	5310
Prdm10	NM_001080817	chr9	3408	3408	0	0	60029
Kcnh2	NM_013569	chr5	4221	3489	321	411	27795
Cpne3	NM_027769	chr4	5646	1602	112	3932	45207
Rpa1	NM_001164223	chr11	3106	1935	125	1046	45019
Cpne1	NM_170588	chr2	3520	1611	229	1680	36605
Arhgap24	NM_001346585	chr5	3632	1974	1048	610	49299
Cpne7	NM_170684	chr8	2405	1674	123	608	15407
Cpne6	NM_001136057	chr14	2201	1674	289	238	4783
Cpne5	NM_153166	chr17	4366	1782	83	2501	76904
Cpne4	NM_028719	chr9	3654	1674	315	1665	461103
Olfr1325	NM_146398	chrX	948	948	0	0	0
Gm14685	NM_001025383	chrX	2773	2088	516	169	3420
Dus4l	NM_028002	chr12	1768	975	172	621	13004
Rpa3	NM_026632	chr6	638	366	43	229	2568
Gm7244	NM_001101597	chr9	718	378	230	110	3267
Tmem191c	NM_177473	chr16	1408	909	14	485	954
Cyyr1	NM_144853	chr16	2033	498	265	1270	92096
Lin52	NM_173756	chr12	2144	351	5	1788	77882
Fancc	NM_001347515	chr13	3332	1743	460	1129	116877
BC061212	NM_198667	chr5	1594	1446	101	47	2498
Iscu	NM_025526	chr5	887	507	16	364	4584
Pecam1	NM_001305157	chr11	3333	2184	229	920	57736
Flt3l	NM_013520	chr7	1075	699	88	288	4169
Fnta	NM_008033	chr8	1881	1134	21	726	14999
Fntb	NM_145927	chr12	2560	1314	41	1205	81386
Palmd	NM_023245	chr3	2394	1656	410	328	48297
Mtmr10	NM_172742	chr7	5205	2316	112	2777	47932
Ncbp1	NM_001033201	chr4	3111	2373	342	396	30781
Zfp474	NM_025749	chr18	1930	1044	376	510	21986
Zfp473	NM_001289836	chr7	3983	2679	557	747	12885
Boll	NM_001113367	chr1	1087	483	604	0	61552
Serpine1	NM_008871	chr5	3022	1209	145	1668	7745
Cmtm2a	NM_027022	chr8	1084	510	125	449	11056
Rbm34	NM_172762	chr8	3431	1329	40	2062	20476
Cmtm2b	NM_028524	chr8	883	633	128	122	7655
Sept9	NM_001113487	chr11	3796	1731	295	1770	92284
Sept8	NM_033144	chr11	4627	1293	274	3060	19734
Git2	NM_001347400	chr5	5178	2280	127	2771	40904
Cyth1	NM_011180	chr11	3179	1197	132	1850	81248
Sept4	NM_011129	chr11	1706	1437	105	164	7773
Cyth3	NM_001163548	chr5	4060	1056	661	2343	54948
Sept6	NM_001253706	chrX	4714	1284	287	3143	71538
Rbm39	NM_133242	chr2	2809	1593	365	851	30190
Cyth4	NM_028195	chr15	2791	1182	154	1455	22182
Sept3	NM_011889	chr15	4731	1014	148	3569	14777
Sept2	NM_001159719	chr1	3266	1086	142	2038	27406
Akap17b	NM_001081956	chrX	6153	2880	483	2790	31079
Tet2	NM_001346736	chr3	9205	5763	382	3060	71509
Sgcg	NM_011892	chr14	3515	876	151	2488	35861
Tacc1	NM_177089	chr8	7788	2331	257	5200	39203
Sgce	NM_001130188	chr6	1804	1422	116	266	71051
Sgcd	NM_011891	chr11	1399	870	49	480	399121
Sgcb	NM_011890	chr5	3727	963	18	2746	11256
Tecr	NM_134118	chr8	1174	927	137	110	21620
Olfr329-ps	NM_001011531	chr11	1037	957	9	71	0
4930415F15Rik	NM_001347068	chr11	1940	1338	512	90	49507
Col1a2	NM_007743	chr6	5222	4119	222	881	30704
Sgcz	NM_145841	chr8	2389	936	745	708	1136566
Gm14308	NM_001099349	chr2	4538	1497	132	2909	11841
Proser2	NM_001159657	chr2	3625	1416	373	1836	28061
Nudt4	NM_027722	chr10	3231	540	410	2281	13930
Fbxl2	NM_178624	chr9	3203	1272	56	1875	46591
Proser3	NM_183321	chr7	2466	1905	180	381	10673
Kmt2e	NM_026984	chr5	7258	5607	469	1182	62543
F3	NM_010171	chr3	1876	885	178	813	9640
Bhlhe40	NM_011498	chr6	3113	1236	284	1593	3184
Olfr508	NM_146773	chr7	933	933	0	0	0
Eci3	NM_026947	chr13	1346	954	77	315	15850
Eci2	NM_011868	chr13	1610	1077	370	163	14787
Eci1	NM_010023	chr17	1091	870	20	201	11543
Ceacam19	NM_177036	chr7	3361	816	160	2385	8863
Ceacam18	NM_028236	chr7	1937	1131	25	781	12619
Ipo8	NM_001081113	chr6	5359	3033	220	2106	55425
Ipo9	NM_153774	chr1	6236	3123	61	3052	41941
Oprk1	NM_001204371	chr1	4707	1143	215	3349	12934
Ipo7	NM_181517	chr7	3117	3117	0	0	33573
Timm44	NM_011592	chr8	1782	1359	18	405	14393
Ipo5	NM_023579	chr14	4593	3294	60	1239	32258
Ceacam11	NM_023289	chr7	1011	912	82	17	5379
Ceacam10	NM_007675	chr7	1049	798	72	179	6403
Ceacam13	NM_027210	chr7	1004	792	81	131	8328
Ceacam12	NM_001162524	chr7	1889	789	132	968	2610
Fbxo11	NM_001348248	chr17	4034	2532	315	1187	70040
C2cd2	NM_174847	chr16	6556	2091	318	4147	60872
Fam212b	NM_175398	chr3	4701	903	170	3628	11543
Trim80	NM_001033775	chr11	1932	1875	9	48	5792
Mro	NM_001305882	chr18	2302	741	325	1236	17448
Gm6408	NM_001243104	chr5	1191	963	51	177	1569
Scgn	NM_145399	chr13	1411	831	181	399	36347
Tbc1d4	NM_001081278	chr14	6641	3732	731	2178	160191
Pcdhga5	NM_033588	chr18	4540	2799	0	1741	142830
9530002B09Rik	NM_023865	chr4	825	408	108	309	15052
Fbxo15	NM_015798	chr18	1586	1437	133	16	44782
Emilin2	NM_145158	chr17	3910	3225	105	580	54880
Olfr427	NM_207158	chr1	949	948	0	1	0
Olfr424	NM_146721	chr1	948	948	0	0	0
Prmt9	NM_001081240	chr8	2781	2541	151	89	29161
Ift22	NM_026073	chr5	911	558	82	271	4184
Olfr420	NM_146305	chr1	1046	966	53	27	0
Adam24	NM_010086	chr8	2887	2286	182	419	4236
Prmt2	NM_001302965	chr10	2135	1428	172	535	28505
Prmt3	NM_133740	chr7	2495	1587	119	789	77413
Gm21992	NM_001290127	chr19	2843	1434	126	1283	24499
Prmt1	NM_019830	chr7	1363	1116	102	145	8303
Prmt6	NM_178891	chr3	2475	1137	28	1310	0
Prmt7	NM_145404	chr8	2254	2079	130	45	38387
Olfr429	NM_146722	chr1	943	939	4	0	0
Mrgprb3	NM_207537	chr7	939	939	0	0	0
Mrgprb2	NM_175531	chr7	2076	1017	66	993	5045
Mrgprb1	NM_205810	chr7	4185	1053	135	2997	8045
Mrgprb5	NM_207538	chr7	969	969	0	0	0
Spink8	NM_183136	chr9	679	318	135	226	9322
Spink7	NM_001001803	chr18	258	258	0	0	3594
Spink6	NM_001013797	chr18	587	318	76	193	11631
Spink5	NM_001081180	chr18	4765	3054	65	1646	54482
Spink4	NM_011463	chr4	393	261	39	93	10947
Vmn1r103	NM_001166737	chr7	918	918	0	0	0
Spink2	NM_001289767	chr5	649	180	195	274	5451
Spink1	NM_009258	chr18	422	243	88	91	8747
Vmn1r100	NM_001166844	chr7	924	924	0	0	0
D6Ertd527e	NM_001167937	chr6	2227	1395	80	752	6031
1700010D01Rik	NM_029590	chrX	503	354	26	123	173
Gm773	NM_001033423	chrX	951	621	92	238	22104
Fbln1	NM_010180	chr15	3359	2118	126	1115	76928
Larp1b	NM_001040399	chr3	1705	1008	131	566	25458
Scg5	NM_009162	chr2	1227	639	100	488	51552
Scg3	NM_009130	chr9	2207	1416	331	460	38484
Ric3	NM_001311161	chr7	5271	1101	45	4125	43742
Rnft1	NM_029788	chr11	4434	1188	194	3052	9917
Ric1	NM_001081319	chr19	6282	4269	241	1772	77358
Rilpl1	NM_021430	chr5	2249	1221	408	620	36063
Prpf38b	NM_025845	chr3	3003	1629	262	1112	5895
Tubgcp2	NM_001286007	chr7	3158	2718	364	76	37562
Tubgcp3	NM_198031	chr8	3649	2718	70	861	54175
Crhr2	NM_001288618	chr6	2700	1296	175	1229	40268
Tubgcp5	NM_146190	chr7	3681	3075	47	559	33619
Tubgcp6	NM_001163319	chr15	6957	5310	333	1314	17096
Crhr1	NM_001313929	chr11	2610	633	982	995	40133
Stim1	NM_009287	chr7	3604	2058	591	955	165428
Stim2	NM_001081103	chr5	4910	2241	361	2308	117625
Spinkl	NM_183123	chr18	593	273	54	266	8123
Pif1	NM_172453	chr9	3680	1953	605	1122	5078
Nxph2	NM_008752	chr2	2579	786	243	1550	78149
Adam29	NM_175939	chr8	2742	2292	236	214	33311
Rffl	NM_001164569	chr11	3636	1197	250	2189	63756
Gsc	NM_010351	chr12	1174	771	121	282	854
Ina	NM_146100	chr19	2259	1506	57	696	7390
C1qtnf2	NM_026979	chr11	1211	885	138	188	16009
Izumo3	NM_027034	chr4	1263	792	243	228	1641
Mapk8ip2	NM_021921	chr15	3539	2493	310	736	4998
Krt82	NM_053249	chr15	2091	1551	56	484	7344
Pak4	NM_027470	chr7	2898	1782	285	831	36468
Mical2	NM_177282	chr7	6689	2883	335	3471	122670
Pak6	NM_001033254	chr2	4137	2049	642	1446	30307
Pak7	NM_172858	chr2	4773	2160	480	2133	302107
Ssmem1	NM_027073	chr6	1340	591	404	345	9065
Pak1	NM_011035	chr7	3061	1635	227	1199	66382
Pak2	NM_177326	chr16	5741	1575	276	3890	57312
Pak3	NM_001195049	chrX	8616	1635	509	6472	123436
Olfr398	NM_146710	chr11	945	945	0	0	0
Rufy2	NM_027425	chr10	8936	1821	106	7009	29584
Nxph1	NM_008751	chr6	1783	816	235	732	296777
Slc35f4	NM_029238	chr14	1881	1458	224	199	225437
Nedd9	NM_001111324	chr13	4603	2502	356	1745	172842
9230112D13Rik	NM_030062	chr14	778	414	66	298	10403
Rufy4	NM_001170641	chr1	2336	1692	160	484	20354
Yipf1	NM_145550	chr4	1322	921	149	252	44139
Ak8	NM_001033874	chr2	1570	1440	30	100	111435
C1qtnf4	NM_026161	chr2	1365	981	223	161	3376
Fam98c	NM_001146023	chr7	1269	1035	40	194	2432
Yipf3	NM_145353	chr17	2035	1044	168	823	2423
F9	NM_007979	chrX	2735	1416	0	1319	28562
Mok	NM_011973	chr12	1693	1263	187	243	31449
Pmp22	NM_001302260	chr11	1856	483	241	1132	24889
Elf2	NM_023502	chr3	5900	1782	477	3641	82025
Lipt2	NM_026010	chr7	1229	696	5	528	426
Tti2	NM_001199988	chr8	4978	1614	534	2830	9410
Tti1	NM_029282	chr2	3772	3258	43	471	23786
Sub1	NM_011294	chr15	3321	384	58	2879	11348
Pla2r1	NM_008867	chr2	7112	4464	178	2470	128654
Elf5	NM_010125	chr2	2215	762	125	1328	24706
Npy2r	NM_008731	chr3	3361	1146	277	1938	6342
Elf4	NM_019680	chrX	5847	1968	265	3614	46237
Olfr1499	NM_146796	chr19	945	945	0	0	0
Ss18	NM_009280	chr18	3092	1257	179	1656	54194
Rhoh	NM_001081105	chr5	4960	576	648	3736	28172
Erv3	NM_001166206	chr2	3378	603	618	2157	2692
Smarce1	NM_020618	chr11	2918	1236	661	1021	19052
H3f3a	NM_008210	chr1	1086	411	158	517	9960
Olfr642	NM_146329	chr7	945	945	0	0	0
Tns3	NM_001083587	chr11	7483	4323	318	2842	225401
Olfr1490	NM_001011832	chr19	951	951	0	0	0
Tns1	NM_027884	chr1	9966	5667	0	4299	204251
Tagln	NM_011526	chr9	1586	606	237	743	4845
Olfr1495	NM_146344	chr19	960	960	0	0	0
Ak1	NM_001198790	chr2	2085	585	151	1349	11216
Olfr1497	NM_146741	chr19	945	945	0	0	0
Tns4	NM_172564	chr11	4755	2091	161	2503	18874
Cabp7	NM_138948	chr11	699	648	51	0	7259
Vwa5a	NM_172767	chr9	4157	2382	211	1564	20913
Cabp5	NM_013877	chr7	1745	522	153	1070	8979
Cabp4	NM_144532	chr19	1433	816	53	564	2754
Cabp2	NM_001160253	chr19	1033	612	218	203	3819
Cabp1	NM_001310712	chr5	1619	1053	134	432	24072
Oxsm	NM_027695	chr14	3752	1380	363	2009	7398
B3galt4	NM_019420	chr17	1577	1116	226	235	0
Rasgrp2	NM_011242	chr19	2193	1827	139	227	12441
Cyp3a59	NM_001105160	chr5	1997	1512	77	408	32029
Slc28a3	NM_022317	chr13	4564	2112	70	2382	53006
Ak4	NM_001177602	chr4	5136	672	360	4104	43347
Inafm1	NM_001136270	chr7	1680	393	402	885	0
Rimbp3	NM_001033338	chr16	5848	4821	579	448	0
Inafm2	NM_001301269	chr2	3053	459	357	2237	0
Nlrp9b	NM_194058	chr7	3344	3012	133	199	51572
Gfi1	NM_010278	chr5	2862	1272	505	1085	4828
Rhog	NM_019566	chr7	1264	576	142	546	9732
Naxe	NM_144897	chr3	905	849	5	51	1068
Naxd	NM_026995	chr8	1358	1098	19	241	14361
Cuzd1	NM_008411	chr7	2256	1824	245	187	11483
Krt86	NM_010667	chr15	1960	1461	73	426	4546
Olfr541	NM_146962	chr7	939	939	0	0	0
Wnt3	NM_009521	chr11	3115	1068	94	1953	40732
Bche	NM_009738	chr3	6209	1812	289	4108	66398
Hs3st3b1	NM_018805	chr11	6004	1173	397	4434	31588
Wnt2	NM_023653	chr6	2115	1083	158	874	39391
4931417E11Rik	NM_025737	chr6	1095	918	103	74	0
Dnajc19	NM_001286972	chr3	1870	393	166	1311	2134
4933402E13Rik	NM_001199996	chrX	1970	1290	267	413	2967
Fam186b	NM_001081254	chr15	3187	2832	140	215	12976
LOC100038947	NM_001173459	chr3	1456	1176	74	206	51885
Amhr2	NM_144547	chr15	1947	1707	107	133	7326
Wnt6	NM_009526	chr1	2068	1095	254	719	11360
Jph2	NM_021566	chr2	4235	2091	447	1697	57497
Lrrc75b	NM_198860	chr10	4601	921	210	3470	5605
Rpl10	NM_052835	chrX	795	645	82	68	1525
Vps8	NM_001285893	chr16	5027	4284	332	411	216537
R3hcc1	NM_001301652	chr14	1962	1467	330	165	8228
Icam2	NM_010494	chr11	1282	834	297	151	3844
Icam1	NM_010493	chr9	2577	1614	95	868	10298
Wnt4	NM_009523	chr4	3823	1056	45	2722	18044
Gm13275	NM_001085533	chr4	1556	549	745	262	0
Mob3b	NM_178061	chr4	6030	651	435	4944	202381
Lrrc75a	NM_198861	chr11	1984	1020	133	831	41656
Lnpk	NM_001110209	chr2	8775	1131	192	7452	55337
Amz2	NM_001252193	chr11	2997	1092	472	1433	8932
Slc26a1	NM_001310691	chr5	3726	2163	228	1335	1189
Tpm4	NM_001001491	chr8	2082	747	30	1305	15756
Coq10b	NM_001039710	chr1	1733	729	105	899	18200
Tpm2	NM_009416	chr4	3250	855	200	2195	6579
Tpm1	NM_024427	chr9	1702	855	81	766	24919
Coq10a	NM_001081040	chr10	2507	780	1200	527	4434
Spib	NM_019866	chr7	2786	804	18	1964	3291
Spic	NM_011461	chr10	1265	729	142	394	6489
Ccdc150	NM_030025	chr1	3807	3333	146	328	114238
Ccdc151	NM_001163787	chr9	2200	1785	160	255	10564
Ccdc157	NM_177616	chr11	5152	1851	736	2565	14018
Mmp8	NM_008611	chr9	2453	1398	107	948	7605
Mmp9	NM_013599	chr2	3175	2193	38	944	4457
Mmp7	NM_010810	chr9	1068	804	36	228	6428
Brs3	NM_009766	chrX	2772	1200	171	1401	2913
Ccdc159	NM_001164614	chr9	1545	1236	237	72	6857
Mmp2	NM_008610	chr8	3073	1989	328	756	23052
Mmp3	NM_010809	chr9	1800	1440	76	284	8353
Rhox1	NM_001025084	chrX	882	675	15	192	7572
Tmem38a	NM_144534	chr8	2096	897	1	1198	13086
2610028H24Rik	NM_029816	chr10	1763	813	178	772	10375
Zfp661	NM_028141	chr2	2989	1284	303	1402	6156
Jmjd6	NM_033398	chr11	1668	1212	256	200	4350
Jmjd7	NM_001114637	chr2	1383	951	30	402	3739
Jmjd4	NM_178659	chr11	4445	1284	200	2961	4078
Gm13212	NM_001324416	chr4	3512	2400	163	949	36632
Slc2a3	NM_011401	chr6	3959	1482	355	2122	10978
Jmjd8	NM_028101	chr17	2092	816	23	1253	709
Krtap15	NM_013713	chr16	836	453	38	345	0
Ddx21	NM_019553	chr10	4743	2556	84	2103	17309
Susd6	NM_001242419	chr12	5065	972	381	3712	85237
Slc26a8	NM_001290320	chr17	3674	3000	285	389	48535
Secisbp2l	NM_177608	chr2	6797	3270	248	3279	39088
Plch1	NM_001177732	chr3	6276	3012	0	3264	148482
Susd2	NM_027890	chr10	3255	2463	65	727	4135
Susd3	NM_028340	chr13	1315	774	236	305	16561
Susd1	NM_001163288	chr4	3295	2259	310	726	120656
Ddx27	NM_153065	chr2	2592	2283	21	288	17041
Cherp	NM_138585	chr8	3800	2817	151	832	10951
G6pc2	NM_021331	chr2	2066	1068	84	914	5979
Capza3	NM_007605	chr6	1262	900	152	210	0
Tyrp1	NM_031202	chr4	2755	1614	289	852	14769
Capza1	NM_009797	chr3	3187	861	127	2199	38534
Spi1	NM_011355	chr2	1455	819	271	365	17627
Ifne	NM_177348	chr4	664	579	22	63	0
Olfr998	NM_146436	chr2	1012	945	32	35	0
Olfr1182	NM_001011535	chr2	1178	918	260	0	1925
Olfr996	NM_146437	chr2	1068	945	26	97	0
Serinc4	NM_001025371	chr2	2534	1479	211	844	3054
Olfr994	NM_146433	chr2	945	945	0	0	0
Olfr995	NM_146434	chr2	948	948	0	0	0
Serinc1	NM_019760	chr10	2877	1362	134	1381	13877
Olfr993	NM_146435	chr2	945	945	0	0	0
Serinc3	NM_012032	chr2	3694	1419	107	2168	18177
Serinc2	NM_001253386	chr4	1881	1188	260	433	19843
2300003K06Rik	NM_001195383	chr11	919	789	51	79	0
Foxl1	NM_008024	chr8	2960	1011	277	1672	0
Hras	NM_001130444	chr7	2272	567	206	1499	1799
Radil	NM_001289588	chr5	3769	3282	183	304	62491
Snx31	NM_025712	chr15	2695	1317	59	1319	48816
Snx30	NM_172468	chr4	7507	1314	420	5773	91584
Snx33	NM_175483	chr9	4564	1725	1588	1251	6608
Snx32	NM_001024560	chr19	1650	1215	118	317	13562
Lnp1	NM_001347042	chr16	793	537	12	244	13047
Cdh11	NM_009866	chr8	5116	2391	506	2219	147901
Cdh10	NM_009865	chr15	3407	2367	486	554	190501
Rbm5	NM_148930	chr9	3087	2448	167	472	27421
Dirc2	NM_153550	chr16	4554	1437	115	3002	69900
Cdh15	NM_007662	chr8	2843	2355	114	374	16181
Olfr1181	NM_001011816	chr2	936	936	0	0	0
Cdh17	NM_019753	chr4	3462	2484	147	831	56287
Cdh16	NM_007663	chr8	3003	2493	262	248	7255
Cdh19	NM_001081386	chr1	3054	2313	238	503	85124
Cdh18	NM_001081299	chr15	2744	2373	371	0	435212
Chm	NM_018818	chrX	4867	1989	26	2852	140057
Mrpl54	NM_025317	chr10	587	408	36	143	1618
Mrpl55	NM_001302334	chr11	1028	405	295	328	2622
Olfr67	NM_013619	chr7	1242	963	178	101	3377
Mrpl57	NM_026401	chr14	2321	309	92	1920	186
Mrpl50	NM_178603	chr4	2103	480	30	1593	6384
Mrpl51	NM_025595	chr6	1515	387	155	973	678
Mrpl52	NM_026851	chr14	412	366	24	22	2430
Mrpl53	NM_026744	chr6	620	357	4	259	205
Acly	NM_001199296	chr11	4427	3306	229	892	47222
Arl14epl	NM_001033446	chr18	2247	459	194	1594	10161
Rsl1	NM_001013769	chr13	2045	1458	36	551	8272
Olfr68	NM_013620	chr7	948	948	0	0	0
Sod3	NM_011435	chr5	2045	756	267	1022	3890
Pld4	NM_178911	chr12	1978	1512	102	364	6354
Pld5	NM_176916	chr1	3571	1611	438	1522	309436
Pld6	NM_001290283	chr11	1773	666	22	1085	1992
Mrgprf	NM_145379	chr7	2006	1032	151	823	6643
Olfr547	NM_147079	chr7	940	936	0	4	0
Pld1	NM_001164056	chr3	4987	3111	252	1624	189696
Pld2	NM_001302475	chr11	3726	2835	344	547	14113
Pld3	NM_001317355	chr7	2297	1467	532	298	18922
Tmem52	NM_027161	chr4	968	609	31	328	777
Grhl3	NM_001013756	chr4	2779	1812	196	771	28954
Tmem53	NM_001285815	chr4	1103	618	440	45	15535
Nfyc	NM_008692	chr4	1970	1008	220	742	66337
Nfyb	NM_010914	chr10	2552	624	213	1715	12890
Nfya	NM_001110832	chr17	3711	1044	263	2404	19225
Nkx1-2	NM_009123	chr7	1903	918	111	874	1496
4930427A07Rik	NM_134041	chr12	3355	1263	16	2076	5683
Gm13272	NM_001161608	chr4	811	549	0	262	0
Gbp2	NM_010260	chr3	2455	1770	170	515	14891
Kirrel2	NM_172898	chr7	3122	2103	666	353	6628
Kirrel3	NM_001190914	chr9	3802	2202	573	1027	543775
Rpl7a	NM_013721	chr2	864	801	21	42	1641
Pou2f1	NM_198934	chr1	13050	2349	117	10584	56745
Gzmd	NM_010372	chr14	937	759	71	107	2089
Cyp1a1	NM_009992	chr9	2700	1575	180	945	13197
Cyp1a2	NM_009993	chr9	1892	1542	59	291	4827
Gstt4	NM_029472	chr10	963	723	120	120	6637
Gstt3	NM_001346523	chr10	1894	603	464	827	5412
Scamp3	NM_001309909	chr3	1579	1053	201	325	3801
Gzmb	NM_013542	chr14	1512	744	185	583	1987
Gzmc	NM_010371	chr14	935	747	75	113	2322
Gzmm	NM_008504	chr10	1287	795	391	101	4955
Dcdc2b	NM_001195730	chr4	864	864	0	0	5063
Dcdc2c	NM_001177964	chr12	1434	540	241	653	109109
Unc45a	NM_133952	chr7	3262	2835	100	327	11665
Unc45b	NM_178680	chr11	3552	2790	107	655	28602
Polr2e	NM_025554	chr10	1008	633	20	355	2699
Dyrk1a	NM_007890	chr16	6015	2292	405	3318	119299
Polr2g	NM_026329	chr19	868	519	87	262	4561
Polr2f	NM_027231	chr15	569	384	90	95	9881
Polr2a	NM_001291068	chr11	6734	5913	410	411	17901
Mansc1	NM_026345	chr6	2376	1245	370	761	20906
Polr2c	NM_009090	chr8	1578	828	106	644	5213
Polr2b	NM_153798	chr5	3812	3525	128	159	35033
Polr2m	NM_178602	chr9	2248	1101	187	960	5299
Polr2l	NM_025593	chr7	1671	204	31	1436	1623
Htr1f	NM_008310	chr16	2509	1101	310	1098	178547
Ftsj1	NM_133991	chrX	3425	975	272	2178	10314
Polr2i	NM_027259	chr7	690	378	272	40	624
Htr1a	NM_008308	chr13	4441	1266	561	2614	0
Polr2k	NM_001039368	chr15	626	300	90	236	2377
Polr2j	NM_011293	chr5	586	354	62	170	5671
Tmprss15	NM_008941	chr16	4182	3210	180	792	133908
Gabra3	NM_008067	chrX	3727	1479	275	1973	219844
Uts2r	NM_145440	chr11	1703	1158	41	504	0
Ltbp3	NM_008520	chr19	5190	3762	988	440	12439
Olfr851	NM_146905	chr9	939	939	0	0	0
Atp5s	NM_026536	chr12	1485	603	57	825	18212
Pycard	NM_023258	chr7	2135	582	214	1339	360
Slc30a7	NM_023214	chr3	9020	1137	192	7691	59414
Supt5	NM_013676	chr7	3511	3249	34	228	20313
Slc9a6	NM_172780	chrX	4916	2109	25	2782	49480
Ust	NM_177387	chr10	4284	1224	426	2634	309789
Atp11c	NM_001037863	chrX	6047	3390	150	2507	174643
Skil	NM_011386	chr3	7066	2028	728	4310	20800
Atp11a	NM_001293667	chr8	7547	3429	298	3820	104166
Fer	NM_001037997	chr17	3086	2472	134	480	272431
Hirip3	NM_172746	chr7	2511	1806	480	225	640
Gm11757	NM_001085538	chr4	1292	1083	87	122	2723
Hibch	NM_146108	chr1	1838	1158	72	608	74111
Prf1	NM_011073	chr10	2054	1665	55	334	4374
Gabpb2	NM_029885	chr3	8685	1245	538	6902	27490
Afm	NM_145146	chr5	2022	1827	43	152	32574
Tprgl	NM_026388	chr4	1741	801	55	885	1458
Gabpb1	NM_001271492	chr2	3254	702	237	2315	24591
Aadat	NM_011834	chr8	1780	1278	89	413	37774
Gsc2	NM_029469	chr16	725	645	17	63	781
Gcg	NM_008100	chr2	1091	543	100	448	8033
Rps12	NM_011295	chr10	518	399	91	28	1509
Adgre5	NM_011925	chr8	3253	2457	174	622	14808
AU019823	NM_001134902	chr9	3343	879	272	2192	8882
Clec16a	NM_177562	chr16	6244	3111	224	2909	193296
Thrb	NM_009380	chr14	6083	1428	233	4422	50362
Rps11	NM_013725	chr7	602	477	78	47	1400
Thra	NM_001313983	chr11	2478	1479	518	481	24744
Cd14	NM_009841	chr18	1661	1101	324	236	91
Perp	NM_022032	chr10	1900	582	122	1196	10102
Stra6l	NM_001305421	chr4	4011	1593	807	1611	34184
Abra	NM_175456	chr15	1762	1128	52	582	2666
